user_id,item_id,rating,reward
7.0,377.0,5.0,1.0
7.0,536.0,4.0,1.0
7.0,497.0,4.0,1.0
7.0,521.0,4.0,1.0
7.0,561.0,3.0,0.0
7.0,553.0,5.0,1.0
7.0,104.0,4.0,1.0
7.0,397.0,4.0,1.0
7.0,394.0,3.0,0.0
7.0,968.0,3.0,0.0
7.0,314.0,3.0,0.0
7.0,140.0,1.0,0.0
7.0,858.0,3.0,0.0
7.0,865.0,3.0,0.0
7.0,794.0,1.0,0.0
7.0,885.0,3.0,0.0
7.0,818.0,5.0,1.0
7.0,909.0,2.0,0.0
8.0,395.0,4.0,1.0
8.0,118.0,1.0,0.0
8.0,811.0,1.0,0.0
8.0,892.0,1.0,0.0
9.0,635.0,5.0,1.0
9.0,92.0,1.0,0.0
10.0,292.0,3.0,0.0
10.0,314.0,1.0,0.0
10.0,11.0,3.0,0.0
10.0,790.0,5.0,1.0
10.0,305.0,2.0,0.0
10.0,654.0,3.0,0.0
11.0,409.0,4.0,1.0
11.0,880.0,4.0,1.0
11.0,118.0,5.0,1.0
11.0,587.0,4.0,1.0
11.0,152.0,4.0,1.0
11.0,894.0,4.0,1.0
11.0,848.0,4.0,1.0
11.0,126.0,4.0,1.0
12.0,596.0,5.0,1.0
13.0,625.0,4.0,1.0
13.0,134.0,4.0,1.0
14.0,332.0,4.0,1.0
14.0,942.0,4.0,1.0
14.0,327.0,4.0,1.0
14.0,993.0,4.0,1.0
15.0,104.0,5.0,1.0
15.0,169.0,2.0,0.0
16.0,86.0,1.0,0.0
16.0,611.0,2.0,0.0
17.0,11.0,5.0,1.0
17.0,720.0,5.0,1.0
17.0,462.0,3.0,0.0
17.0,234.0,2.0,0.0
18.0,527.0,4.0,1.0
18.0,181.0,5.0,1.0
19.0,887.0,3.0,0.0
19.0,234.0,1.0,0.0
19.0,341.0,3.0,0.0
19.0,49.0,4.0,1.0
19.0,311.0,1.0,0.0
19.0,897.0,3.0,0.0
19.0,807.0,4.0,1.0
19.0,585.0,1.0,0.0
19.0,606.0,4.0,1.0
20.0,55.0,3.0,0.0
20.0,251.0,2.0,0.0
20.0,18.0,2.0,0.0
20.0,87.0,2.0,0.0
20.0,488.0,2.0,0.0
20.0,764.0,2.0,0.0
21.0,479.0,1.0,0.0
21.0,995.0,1.0,0.0
21.0,160.0,1.0,0.0
21.0,259.0,1.0,0.0
21.0,61.0,2.0,0.0
22.0,149.0,5.0,1.0
22.0,264.0,3.0,0.0
23.0,169.0,2.0,0.0
23.0,484.0,2.0,0.0
24.0,503.0,5.0,1.0
24.0,104.0,4.0,1.0
24.0,570.0,5.0,1.0
24.0,901.0,3.0,0.0
24.0,572.0,3.0,0.0
25.0,995.0,5.0,1.0
25.0,303.0,4.0,1.0
25.0,325.0,2.0,0.0
25.0,50.0,3.0,0.0
25.0,706.0,1.0,0.0
25.0,929.0,4.0,1.0
26.0,98.0,4.0,1.0
26.0,169.0,3.0,0.0
26.0,11.0,1.0,0.0
26.0,764.0,5.0,1.0
26.0,795.0,5.0,1.0
26.0,251.0,5.0,1.0
26.0,929.0,5.0,1.0
26.0,826.0,5.0,1.0
26.0,685.0,3.0,0.0
27.0,236.0,5.0,1.0
27.0,450.0,5.0,1.0
27.0,469.0,5.0,1.0
27.0,800.0,5.0,1.0
27.0,126.0,5.0,1.0
27.0,671.0,5.0,1.0
27.0,654.0,5.0,1.0
27.0,163.0,5.0,1.0
27.0,880.0,5.0,1.0
27.0,696.0,5.0,1.0
27.0,916.0,5.0,1.0
27.0,985.0,5.0,1.0
27.0,831.0,5.0,1.0
27.0,948.0,5.0,1.0
27.0,716.0,5.0,1.0
27.0,389.0,5.0,1.0
27.0,169.0,5.0,1.0
27.0,491.0,4.0,1.0
27.0,539.0,5.0,1.0
27.0,374.0,5.0,1.0
27.0,394.0,5.0,1.0
27.0,564.0,5.0,1.0
27.0,192.0,5.0,1.0
27.0,211.0,5.0,1.0
27.0,270.0,2.0,0.0
27.0,185.0,5.0,1.0
27.0,53.0,5.0,1.0
27.0,653.0,5.0,1.0
27.0,804.0,2.0,0.0
27.0,288.0,5.0,1.0
27.0,685.0,5.0,1.0
27.0,14.0,5.0,1.0
27.0,858.0,5.0,1.0
27.0,827.0,5.0,1.0
27.0,483.0,5.0,1.0
27.0,386.0,5.0,1.0
27.0,656.0,5.0,1.0
27.0,442.0,5.0,1.0
27.0,385.0,5.0,1.0
27.0,243.0,5.0,1.0
27.0,363.0,5.0,1.0
27.0,78.0,5.0,1.0
27.0,752.0,5.0,1.0
27.0,154.0,5.0,1.0
27.0,234.0,5.0,1.0
27.0,720.0,5.0,1.0
27.0,794.0,5.0,1.0
27.0,279.0,5.0,1.0
27.0,319.0,5.0,1.0
27.0,867.0,5.0,1.0
27.0,93.0,5.0,1.0
27.0,976.0,5.0,1.0
27.0,909.0,5.0,1.0
27.0,927.0,5.0,1.0
27.0,351.0,5.0,1.0
27.0,852.0,5.0,1.0
29.0,980.0,1.0,0.0
29.0,311.0,5.0,1.0
29.0,796.0,5.0,1.0
29.0,823.0,4.0,1.0
29.0,606.0,4.0,1.0
29.0,119.0,5.0,1.0
29.0,743.0,5.0,1.0
30.0,210.0,1.0,0.0
30.0,990.0,1.0,0.0
31.0,995.0,5.0,1.0
31.0,210.0,1.0,0.0
31.0,340.0,4.0,1.0
31.0,572.0,3.0,0.0
32.0,146.0,2.0,0.0
32.0,811.0,3.0,0.0
32.0,783.0,1.0,0.0
33.0,206.0,3.0,0.0
33.0,817.0,3.0,0.0
33.0,710.0,3.0,0.0
33.0,318.0,4.0,1.0
33.0,352.0,3.0,0.0
33.0,679.0,3.0,0.0
34.0,864.0,1.0,0.0
34.0,994.0,2.0,0.0
34.0,606.0,2.0,0.0
34.0,722.0,3.0,0.0
34.0,903.0,3.0,0.0
34.0,183.0,3.0,0.0
34.0,645.0,2.0,0.0
35.0,770.0,5.0,1.0
35.0,363.0,3.0,0.0
35.0,243.0,3.0,0.0
35.0,763.0,5.0,1.0
35.0,110.0,4.0,1.0
35.0,707.0,2.0,0.0
35.0,303.0,3.0,0.0
35.0,747.0,3.0,0.0
36.0,317.0,4.0,1.0
36.0,620.0,1.0,0.0
37.0,303.0,1.0,0.0
37.0,506.0,1.0,0.0
37.0,400.0,1.0,0.0
37.0,120.0,5.0,1.0
38.0,804.0,2.0,0.0
38.0,33.0,1.0,0.0
38.0,917.0,1.0,0.0
39.0,980.0,2.0,0.0
39.0,77.0,3.0,0.0
39.0,786.0,1.0,0.0
40.0,813.0,2.0,0.0
40.0,968.0,1.0,0.0
40.0,319.0,2.0,0.0
40.0,291.0,3.0,0.0
41.0,352.0,1.0,0.0
41.0,781.0,1.0,0.0
41.0,33.0,1.0,0.0
41.0,390.0,1.0,0.0
41.0,995.0,1.0,0.0
41.0,836.0,1.0,0.0
42.0,491.0,5.0,1.0
42.0,884.0,5.0,1.0
42.0,836.0,3.0,0.0
43.0,274.0,3.0,0.0
43.0,807.0,5.0,1.0
43.0,554.0,3.0,0.0
44.0,191.0,1.0,0.0
44.0,319.0,1.0,0.0
44.0,887.0,1.0,0.0
44.0,766.0,1.0,0.0
44.0,240.0,1.0,0.0
44.0,234.0,1.0,0.0
44.0,338.0,1.0,0.0
44.0,595.0,1.0,0.0
44.0,746.0,2.0,0.0
44.0,378.0,1.0,0.0
44.0,45.0,1.0,0.0
44.0,934.0,1.0,0.0
44.0,273.0,1.0,0.0
45.0,766.0,5.0,1.0
45.0,888.0,5.0,1.0
45.0,642.0,5.0,1.0
46.0,623.0,2.0,0.0
46.0,359.0,1.0,0.0
46.0,661.0,2.0,0.0
46.0,995.0,3.0,0.0
47.0,958.0,2.0,0.0
47.0,683.0,1.0,0.0
47.0,447.0,2.0,0.0
48.0,55.0,5.0,1.0
48.0,43.0,1.0,0.0
48.0,126.0,5.0,1.0
48.0,597.0,1.0,0.0
48.0,98.0,1.0,0.0
48.0,217.0,5.0,1.0
48.0,697.0,1.0,0.0
49.0,193.0,5.0,1.0
49.0,106.0,4.0,1.0
49.0,141.0,4.0,1.0
49.0,909.0,4.0,1.0
49.0,870.0,4.0,1.0
50.0,382.0,1.0,0.0
50.0,275.0,3.0,0.0
50.0,208.0,1.0,0.0
50.0,491.0,3.0,0.0
51.0,40.0,5.0,1.0
51.0,600.0,1.0,0.0
51.0,234.0,1.0,0.0
52.0,234.0,5.0,1.0
52.0,44.0,2.0,0.0
52.0,752.0,2.0,0.0
53.0,652.0,4.0,1.0
53.0,158.0,4.0,1.0
53.0,959.0,2.0,0.0
54.0,53.0,4.0,1.0
54.0,951.0,3.0,0.0
54.0,120.0,4.0,1.0
54.0,114.0,2.0,0.0
54.0,825.0,2.0,0.0
54.0,322.0,2.0,0.0
55.0,472.0,1.0,0.0
55.0,173.0,2.0,0.0
55.0,995.0,1.0,0.0
55.0,482.0,1.0,0.0
55.0,863.0,1.0,0.0
56.0,766.0,3.0,0.0
56.0,191.0,1.0,0.0
56.0,234.0,1.0,0.0
56.0,811.0,1.0,0.0
57.0,234.0,3.0,0.0
57.0,706.0,4.0,1.0
57.0,540.0,5.0,1.0
58.0,221.0,5.0,1.0
58.0,394.0,1.0,0.0
58.0,999.0,1.0,0.0
58.0,978.0,1.0,0.0
58.0,72.0,1.0,0.0
59.0,794.0,1.0,0.0
59.0,72.0,1.0,0.0
59.0,811.0,1.0,0.0
59.0,351.0,1.0,0.0
59.0,606.0,1.0,0.0
59.0,743.0,1.0,0.0
60.0,123.0,1.0,0.0
60.0,184.0,2.0,0.0
61.0,166.0,1.0,0.0
61.0,604.0,1.0,0.0
61.0,98.0,3.0,0.0
61.0,606.0,1.0,0.0
62.0,855.0,4.0,1.0
64.0,291.0,1.0,0.0
64.0,573.0,2.0,0.0
64.0,152.0,4.0,1.0
64.0,620.0,1.0,0.0
64.0,319.0,4.0,1.0
64.0,867.0,1.0,0.0
64.0,45.0,1.0,0.0
64.0,764.0,4.0,1.0
65.0,515.0,5.0,1.0
65.0,46.0,4.0,1.0
65.0,955.0,4.0,1.0
65.0,963.0,4.0,1.0
65.0,363.0,4.0,1.0
65.0,596.0,4.0,1.0
65.0,242.0,5.0,1.0
65.0,364.0,4.0,1.0
66.0,664.0,5.0,1.0
66.0,356.0,1.0,0.0
66.0,405.0,1.0,0.0
66.0,119.0,1.0,0.0
66.0,300.0,3.0,0.0
66.0,114.0,4.0,1.0
66.0,118.0,3.0,0.0
66.0,179.0,5.0,1.0
67.0,925.0,3.0,0.0
67.0,548.0,1.0,0.0
67.0,506.0,1.0,0.0
68.0,635.0,5.0,1.0
68.0,341.0,5.0,1.0
68.0,720.0,5.0,1.0
68.0,444.0,5.0,1.0
68.0,543.0,5.0,1.0
68.0,144.0,5.0,1.0
68.0,884.0,5.0,1.0
68.0,756.0,5.0,1.0
68.0,126.0,5.0,1.0
69.0,643.0,1.0,0.0
70.0,126.0,5.0,1.0
70.0,11.0,5.0,1.0
70.0,300.0,1.0,0.0
71.0,49.0,3.0,0.0
71.0,995.0,3.0,0.0
72.0,478.0,5.0,1.0
72.0,104.0,4.0,1.0
72.0,292.0,3.0,0.0
72.0,934.0,5.0,1.0
72.0,327.0,2.0,0.0
72.0,790.0,3.0,0.0
72.0,642.0,5.0,1.0
72.0,562.0,2.0,0.0
72.0,995.0,3.0,0.0
72.0,153.0,4.0,1.0
72.0,872.0,3.0,0.0
72.0,268.0,3.0,0.0
72.0,11.0,4.0,1.0
72.0,794.0,5.0,1.0
72.0,93.0,5.0,1.0
72.0,707.0,2.0,0.0
72.0,400.0,2.0,0.0
73.0,606.0,3.0,0.0
73.0,31.0,1.0,0.0
73.0,49.0,1.0,0.0
73.0,884.0,3.0,0.0
73.0,20.0,2.0,0.0
73.0,963.0,3.0,0.0
74.0,560.0,4.0,1.0
75.0,645.0,3.0,0.0
75.0,335.0,4.0,1.0
75.0,609.0,1.0,0.0
75.0,497.0,1.0,0.0
76.0,34.0,5.0,1.0
76.0,635.0,3.0,0.0
76.0,218.0,4.0,1.0
76.0,879.0,4.0,1.0
76.0,319.0,3.0,0.0
76.0,645.0,5.0,1.0
77.0,402.0,3.0,0.0
77.0,569.0,3.0,0.0
77.0,811.0,4.0,1.0
77.0,48.0,3.0,0.0
77.0,664.0,5.0,1.0
78.0,979.0,4.0,1.0
78.0,86.0,1.0,0.0
78.0,206.0,1.0,0.0
78.0,80.0,1.0,0.0
78.0,957.0,1.0,0.0
78.0,292.0,1.0,0.0
78.0,234.0,5.0,1.0
78.0,864.0,1.0,0.0
78.0,0.0,1.0,0.0
78.0,563.0,1.0,0.0
79.0,169.0,2.0,0.0
79.0,49.0,1.0,0.0
79.0,858.0,5.0,1.0
80.0,943.0,1.0,0.0
80.0,982.0,1.0,0.0
81.0,702.0,5.0,1.0
81.0,817.0,5.0,1.0
81.0,896.0,1.0,0.0
81.0,587.0,3.0,0.0
81.0,968.0,5.0,1.0
81.0,766.0,5.0,1.0
82.0,995.0,1.0,0.0
82.0,382.0,2.0,0.0
82.0,836.0,5.0,1.0
82.0,74.0,2.0,0.0
83.0,510.0,3.0,0.0
83.0,380.0,5.0,1.0
84.0,544.0,2.0,0.0
84.0,49.0,1.0,0.0
85.0,295.0,2.0,0.0
85.0,192.0,3.0,0.0
85.0,57.0,3.0,0.0
85.0,126.0,4.0,1.0
85.0,503.0,3.0,0.0
85.0,34.0,3.0,0.0
85.0,773.0,2.0,0.0
86.0,85.0,5.0,1.0
86.0,596.0,4.0,1.0
87.0,756.0,1.0,0.0
87.0,957.0,1.0,0.0
88.0,344.0,1.0,0.0
88.0,104.0,1.0,0.0
88.0,347.0,2.0,0.0
88.0,234.0,2.0,0.0
88.0,870.0,3.0,0.0
88.0,562.0,2.0,0.0
88.0,319.0,3.0,0.0
88.0,785.0,3.0,0.0
88.0,503.0,1.0,0.0
89.0,593.0,2.0,0.0
90.0,291.0,5.0,1.0
90.0,53.0,4.0,1.0
91.0,491.0,5.0,1.0
92.0,811.0,4.0,1.0
92.0,879.0,5.0,1.0
92.0,405.0,5.0,1.0
92.0,126.0,2.0,0.0
92.0,648.0,5.0,1.0
93.0,842.0,1.0,0.0
93.0,741.0,1.0,0.0
93.0,805.0,1.0,0.0
93.0,87.0,1.0,0.0
93.0,710.0,1.0,0.0
93.0,141.0,1.0,0.0
93.0,295.0,4.0,1.0
93.0,314.0,1.0,0.0
93.0,932.0,1.0,0.0
93.0,92.0,1.0,0.0
93.0,291.0,3.0,0.0
93.0,813.0,4.0,1.0
93.0,254.0,1.0,0.0
93.0,534.0,1.0,0.0
93.0,540.0,1.0,0.0
94.0,484.0,5.0,1.0
94.0,55.0,5.0,1.0
95.0,747.0,1.0,0.0
95.0,169.0,1.0,0.0
95.0,968.0,4.0,1.0
95.0,387.0,1.0,0.0
95.0,670.0,1.0,0.0
95.0,110.0,5.0,1.0
95.0,437.0,1.0,0.0
95.0,157.0,1.0,0.0
95.0,233.0,1.0,0.0
95.0,503.0,2.0,0.0
95.0,918.0,1.0,0.0
95.0,924.0,1.0,0.0
95.0,766.0,1.0,0.0
95.0,57.0,1.0,0.0
95.0,920.0,3.0,0.0
95.0,509.0,1.0,0.0
95.0,755.0,1.0,0.0
96.0,198.0,1.0,0.0
96.0,890.0,1.0,0.0
97.0,540.0,2.0,0.0
97.0,274.0,3.0,0.0
97.0,338.0,3.0,0.0
97.0,197.0,1.0,0.0
98.0,556.0,1.0,0.0
98.0,847.0,3.0,0.0
98.0,598.0,1.0,0.0
98.0,173.0,2.0,0.0
98.0,380.0,1.0,0.0
98.0,788.0,2.0,0.0
98.0,590.0,3.0,0.0
98.0,53.0,1.0,0.0
98.0,831.0,1.0,0.0
99.0,491.0,3.0,0.0
99.0,500.0,1.0,0.0
99.0,515.0,5.0,1.0
100.0,743.0,2.0,0.0
100.0,414.0,3.0,0.0
100.0,141.0,5.0,1.0
100.0,575.0,3.0,0.0
100.0,674.0,3.0,0.0
100.0,995.0,2.0,0.0
100.0,800.0,3.0,0.0
100.0,710.0,5.0,1.0
100.0,73.0,3.0,0.0
100.0,332.0,5.0,1.0
100.0,185.0,5.0,1.0
100.0,234.0,5.0,1.0
100.0,440.0,2.0,0.0
100.0,71.0,5.0,1.0
100.0,740.0,5.0,1.0
100.0,151.0,5.0,1.0
100.0,766.0,5.0,1.0
100.0,500.0,1.0,0.0
100.0,868.0,3.0,0.0
100.0,802.0,1.0,0.0
100.0,976.0,5.0,1.0
100.0,235.0,2.0,0.0
100.0,943.0,1.0,0.0
100.0,656.0,3.0,0.0
102.0,11.0,2.0,0.0
103.0,952.0,3.0,0.0
103.0,142.0,3.0,0.0
103.0,855.0,2.0,0.0
103.0,211.0,5.0,1.0
104.0,995.0,1.0,0.0
104.0,338.0,1.0,0.0
104.0,203.0,5.0,1.0
105.0,589.0,2.0,0.0
105.0,382.0,2.0,0.0
105.0,195.0,4.0,1.0
105.0,645.0,1.0,0.0
105.0,0.0,4.0,1.0
105.0,963.0,3.0,0.0
105.0,351.0,4.0,1.0
105.0,667.0,3.0,0.0
105.0,303.0,3.0,0.0
105.0,120.0,3.0,0.0
106.0,701.0,5.0,1.0
106.0,580.0,5.0,1.0
106.0,746.0,5.0,1.0
106.0,488.0,5.0,1.0
107.0,148.0,2.0,0.0
107.0,109.0,4.0,1.0
107.0,319.0,3.0,0.0
107.0,157.0,4.0,1.0
107.0,80.0,1.0,0.0
107.0,825.0,3.0,0.0
107.0,165.0,1.0,0.0
107.0,752.0,2.0,0.0
107.0,53.0,4.0,1.0
107.0,674.0,3.0,0.0
109.0,794.0,5.0,1.0
109.0,884.0,4.0,1.0
109.0,319.0,3.0,0.0
109.0,358.0,1.0,0.0
110.0,635.0,5.0,1.0
111.0,234.0,5.0,1.0
111.0,709.0,4.0,1.0
111.0,761.0,3.0,0.0
112.0,762.0,3.0,0.0
112.0,686.0,1.0,0.0
112.0,975.0,1.0,0.0
113.0,637.0,4.0,1.0
113.0,172.0,4.0,1.0
113.0,746.0,4.0,1.0
113.0,485.0,4.0,1.0
113.0,813.0,1.0,0.0
114.0,776.0,1.0,0.0
114.0,170.0,1.0,0.0
114.0,242.0,1.0,0.0
115.0,958.0,4.0,1.0
115.0,746.0,3.0,0.0
116.0,682.0,3.0,0.0
116.0,291.0,4.0,1.0
116.0,40.0,3.0,0.0
116.0,637.0,5.0,1.0
116.0,50.0,4.0,1.0
116.0,691.0,2.0,0.0
116.0,0.0,2.0,0.0
116.0,743.0,5.0,1.0
117.0,606.0,2.0,0.0
117.0,581.0,1.0,0.0
117.0,234.0,3.0,0.0
117.0,566.0,3.0,0.0
118.0,55.0,1.0,0.0
118.0,942.0,5.0,1.0
118.0,723.0,1.0,0.0
118.0,352.0,5.0,1.0
118.0,89.0,5.0,1.0
119.0,120.0,5.0,1.0
119.0,491.0,2.0,0.0
119.0,766.0,1.0,0.0
119.0,811.0,1.0,0.0
119.0,547.0,1.0,0.0
119.0,13.0,4.0,1.0
119.0,857.0,3.0,0.0
120.0,631.0,5.0,1.0
120.0,707.0,3.0,0.0
120.0,861.0,5.0,1.0
121.0,503.0,3.0,0.0
121.0,743.0,5.0,1.0
121.0,332.0,3.0,0.0
121.0,57.0,4.0,1.0
121.0,658.0,4.0,1.0
122.0,536.0,3.0,0.0
122.0,645.0,4.0,1.0
124.0,950.0,3.0,0.0
125.0,796.0,2.0,0.0
125.0,635.0,1.0,0.0
126.0,291.0,2.0,0.0
126.0,120.0,3.0,0.0
126.0,938.0,1.0,0.0
126.0,397.0,1.0,0.0
126.0,169.0,1.0,0.0
126.0,920.0,1.0,0.0
126.0,515.0,1.0,0.0
126.0,683.0,1.0,0.0
127.0,191.0,1.0,0.0
127.0,200.0,3.0,0.0
127.0,339.0,2.0,0.0
127.0,76.0,3.0,0.0
127.0,893.0,3.0,0.0
128.0,468.0,5.0,1.0
128.0,683.0,5.0,1.0
128.0,381.0,1.0,0.0
128.0,585.0,5.0,1.0
128.0,606.0,4.0,1.0
128.0,813.0,4.0,1.0
128.0,123.0,5.0,1.0
128.0,562.0,5.0,1.0
129.0,540.0,5.0,1.0
129.0,692.0,5.0,1.0
129.0,135.0,4.0,1.0
129.0,207.0,5.0,1.0
130.0,228.0,2.0,0.0
130.0,479.0,2.0,0.0
130.0,642.0,2.0,0.0
130.0,303.0,2.0,0.0
130.0,491.0,4.0,1.0
132.0,110.0,1.0,0.0
132.0,645.0,5.0,1.0
132.0,846.0,5.0,1.0
132.0,699.0,5.0,1.0
132.0,385.0,4.0,1.0
132.0,394.0,5.0,1.0
132.0,596.0,4.0,1.0
133.0,49.0,4.0,1.0
133.0,876.0,5.0,1.0
134.0,382.0,2.0,0.0
134.0,836.0,3.0,0.0
135.0,794.0,2.0,0.0
135.0,462.0,1.0,0.0
136.0,993.0,2.0,0.0
136.0,49.0,3.0,0.0
136.0,587.0,2.0,0.0
136.0,575.0,2.0,0.0
137.0,169.0,1.0,0.0
137.0,596.0,5.0,1.0
137.0,61.0,1.0,0.0
138.0,888.0,5.0,1.0
138.0,120.0,5.0,1.0
138.0,995.0,3.0,0.0
138.0,29.0,5.0,1.0
138.0,291.0,5.0,1.0
138.0,186.0,5.0,1.0
139.0,27.0,2.0,0.0
139.0,951.0,5.0,1.0
139.0,93.0,1.0,0.0
139.0,963.0,4.0,1.0
140.0,303.0,4.0,1.0
140.0,506.0,5.0,1.0
140.0,483.0,2.0,0.0
140.0,405.0,5.0,1.0
140.0,988.0,5.0,1.0
141.0,292.0,4.0,1.0
141.0,682.0,1.0,0.0
141.0,503.0,1.0,0.0
141.0,319.0,1.0,0.0
141.0,554.0,1.0,0.0
142.0,606.0,1.0,0.0
142.0,432.0,1.0,0.0
142.0,704.0,1.0,0.0
142.0,562.0,1.0,0.0
142.0,478.0,1.0,0.0
142.0,934.0,1.0,0.0
142.0,635.0,1.0,0.0
142.0,899.0,1.0,0.0
142.0,906.0,1.0,0.0
142.0,50.0,1.0,0.0
142.0,254.0,1.0,0.0
142.0,564.0,1.0,0.0
142.0,273.0,1.0,0.0
143.0,596.0,4.0,1.0
143.0,405.0,4.0,1.0
143.0,437.0,5.0,1.0
143.0,213.0,2.0,0.0
143.0,683.0,4.0,1.0
144.0,503.0,5.0,1.0
144.0,554.0,4.0,1.0
144.0,526.0,5.0,1.0
144.0,39.0,5.0,1.0
144.0,701.0,5.0,1.0
144.0,705.0,5.0,1.0
145.0,566.0,5.0,1.0
145.0,728.0,4.0,1.0
145.0,95.0,2.0,0.0
145.0,596.0,3.0,0.0
146.0,706.0,1.0,0.0
146.0,921.0,1.0,0.0
146.0,538.0,1.0,0.0
147.0,728.0,1.0,0.0
148.0,234.0,4.0,1.0
148.0,785.0,1.0,0.0
148.0,72.0,3.0,0.0
148.0,593.0,2.0,0.0
148.0,743.0,3.0,0.0
148.0,611.0,3.0,0.0
148.0,982.0,5.0,1.0
148.0,645.0,3.0,0.0
148.0,49.0,3.0,0.0
148.0,615.0,3.0,0.0
148.0,522.0,3.0,0.0
148.0,342.0,3.0,0.0
148.0,191.0,3.0,0.0
148.0,169.0,4.0,1.0
148.0,692.0,2.0,0.0
148.0,973.0,3.0,0.0
149.0,811.0,3.0,0.0
149.0,93.0,3.0,0.0
149.0,291.0,3.0,0.0
149.0,319.0,4.0,1.0
149.0,575.0,4.0,1.0
150.0,764.0,4.0,1.0
150.0,409.0,4.0,1.0
151.0,660.0,5.0,1.0
151.0,186.0,3.0,0.0
151.0,442.0,1.0,0.0
151.0,668.0,5.0,1.0
151.0,506.0,5.0,1.0
151.0,888.0,5.0,1.0
151.0,440.0,4.0,1.0
151.0,683.0,5.0,1.0
152.0,893.0,5.0,1.0
153.0,559.0,1.0,0.0
153.0,786.0,1.0,0.0
153.0,118.0,1.0,0.0
153.0,548.0,1.0,0.0
153.0,815.0,1.0,0.0
153.0,833.0,1.0,0.0
154.0,856.0,2.0,0.0
154.0,699.0,2.0,0.0
155.0,378.0,2.0,0.0
155.0,50.0,1.0,0.0
155.0,987.0,3.0,0.0
155.0,55.0,3.0,0.0
155.0,393.0,4.0,1.0
155.0,667.0,1.0,0.0
155.0,735.0,1.0,0.0
155.0,434.0,1.0,0.0
155.0,126.0,4.0,1.0
155.0,989.0,1.0,0.0
155.0,319.0,3.0,0.0
155.0,794.0,5.0,1.0
156.0,118.0,3.0,0.0
156.0,864.0,2.0,0.0
157.0,942.0,1.0,0.0
157.0,46.0,1.0,0.0
157.0,49.0,1.0,0.0
157.0,725.0,1.0,0.0
158.0,303.0,4.0,1.0
158.0,169.0,4.0,1.0
158.0,583.0,4.0,1.0
159.0,955.0,3.0,0.0
159.0,857.0,4.0,1.0
159.0,11.0,2.0,0.0
159.0,766.0,3.0,0.0
159.0,243.0,1.0,0.0
160.0,473.0,4.0,1.0
160.0,766.0,4.0,1.0
160.0,168.0,2.0,0.0
161.0,926.0,3.0,0.0
161.0,836.0,4.0,1.0
162.0,482.0,4.0,1.0
162.0,520.0,1.0,0.0
162.0,55.0,3.0,0.0
162.0,532.0,1.0,0.0
163.0,537.0,1.0,0.0
163.0,645.0,1.0,0.0
163.0,134.0,1.0,0.0
163.0,195.0,5.0,1.0
164.0,57.0,4.0,1.0
164.0,773.0,4.0,1.0
164.0,785.0,3.0,0.0
164.0,885.0,3.0,0.0
164.0,26.0,3.0,0.0
165.0,978.0,1.0,0.0
165.0,259.0,1.0,0.0
165.0,136.0,2.0,0.0
165.0,636.0,1.0,0.0
165.0,947.0,1.0,0.0
165.0,995.0,2.0,0.0
166.0,884.0,1.0,0.0
167.0,491.0,4.0,1.0
167.0,107.0,1.0,0.0
167.0,635.0,3.0,0.0
168.0,929.0,1.0,0.0
