user_id,item_id,rating,reward,propensities
6.0,954.0,1.0,0.0,0.1828626
6.0,288.0,1.0,0.0,0.22308233
6.0,499.0,1.0,0.0,0.22426723
6.0,448.0,1.0,0.0,0.10111319
6.0,215.0,1.0,0.0,0.2719121
6.0,571.0,1.0,0.0,0.18034218
6.0,220.0,1.0,0.0,0.11769296
6.0,115.0,1.0,0.0,0.2619788
6.0,107.0,1.0,0.0,0.25732642
6.0,707.0,1.0,0.0,0.29705393
6.0,200.0,1.0,0.0,0.18831888
6.0,792.0,1.0,0.0,0.44890487
6.0,820.0,1.0,0.0,0.20664227
6.0,647.0,1.0,0.0,0.22130503
6.0,763.0,1.0,0.0,0.14839615
6.0,683.0,1.0,0.0,0.21731006
6.0,291.0,5.0,1.0,0.9649618
6.0,372.0,1.0,0.0,0.5608876
6.0,55.0,1.0,0.0,0.928012
6.0,64.0,1.0,0.0,0.23813191
6.0,895.0,1.0,0.0,0.14096357
6.0,951.0,4.0,1.0,0.38203442
6.0,680.0,1.0,0.0,0.17322722
6.0,123.0,1.0,0.0,0.054868013
6.0,870.0,1.0,0.0,0.3193111
6.0,781.0,1.0,0.0,0.20342524
6.0,704.0,1.0,0.0,0.22162731
6.0,648.0,1.0,0.0,0.25504816
6.0,433.0,1.0,0.0,0.189173
6.0,147.0,1.0,0.0,0.24826047
6.0,118.0,1.0,0.0,0.59053355
6.0,491.0,5.0,1.0,0.9299578
6.0,387.0,1.0,0.0,0.22979745
6.0,718.0,1.0,0.0,0.13219139
6.0,892.0,1.0,0.0,0.24048452
6.0,546.0,1.0,0.0,0.29780614
6.0,739.0,1.0,0.0,0.39372954
6.0,889.0,1.0,0.0,0.101145014
6.0,201.0,1.0,0.0,0.1577115
6.0,905.0,1.0,0.0,0.20055309
6.0,537.0,1.0,0.0,0.40617582
6.0,117.0,1.0,0.0,0.1508829
6.0,799.0,1.0,0.0,0.14940397
6.0,351.0,1.0,0.0,0.18660073
6.0,18.0,1.0,0.0,0.5536823
6.0,269.0,1.0,0.0,0.32969
6.0,394.0,4.0,1.0,0.9249726
6.0,116.0,1.0,0.0,0.2096345
6.0,162.0,1.0,0.0,0.11723178
6.0,320.0,1.0,0.0,0.26737407
6.0,130.0,4.0,1.0,0.3586071
6.0,87.0,1.0,0.0,0.28904027
6.0,902.0,1.0,0.0,0.35703266
6.0,582.0,1.0,0.0,0.0766117
6.0,755.0,1.0,0.0,0.10416018
6.0,976.0,1.0,0.0,0.15099955
6.0,621.0,1.0,0.0,0.15950863
6.0,585.0,1.0,0.0,0.08617399
6.0,864.0,1.0,0.0,0.3054842
6.0,946.0,1.0,0.0,0.22691067
6.0,800.0,1.0,0.0,0.37966874
6.0,750.0,1.0,0.0,0.25879648
6.0,404.0,1.0,0.0,0.29668608
6.0,66.0,1.0,0.0,0.1958008
6.0,972.0,1.0,0.0,0.17409576
6.0,121.0,1.0,0.0,0.38275042
6.0,636.0,1.0,0.0,0.19692169
6.0,45.0,1.0,0.0,0.2731895
6.0,916.0,1.0,0.0,0.17478758
6.0,836.0,1.0,0.0,0.45756665
6.0,692.0,1.0,0.0,0.18180744
6.0,235.0,1.0,0.0,0.15453105
6.0,319.0,5.0,1.0,0.76645535
6.0,493.0,1.0,0.0,0.27625465
6.0,86.0,1.0,0.0,0.22797693
6.0,420.0,1.0,0.0,0.17260592
6.0,813.0,1.0,0.0,0.78309804
6.0,668.0,1.0,0.0,0.11207779
6.0,780.0,1.0,0.0,0.48382857
6.0,615.0,1.0,0.0,0.09281014
6.0,169.0,3.0,0.0,0.89259315
6.0,883.0,1.0,0.0,0.09031934
6.0,462.0,4.0,1.0,0.34664282
6.0,667.0,1.0,0.0,0.46658108
6.0,783.0,1.0,0.0,0.19709201
6.0,811.0,1.0,0.0,0.5260905
6.0,152.0,1.0,0.0,0.8396742
6.0,195.0,1.0,0.0,0.5251508
6.0,0.0,1.0,0.0,0.977931
6.0,461.0,4.0,1.0,0.16402924
6.0,884.0,5.0,1.0,0.9314282
6.0,8.0,1.0,0.0,0.25766444
6.0,126.0,1.0,0.0,0.8754517
6.0,424.0,1.0,0.0,0.11853631
6.0,551.0,1.0,0.0,0.14636937
6.0,633.0,1.0,0.0,0.044375326
6.0,593.0,1.0,0.0,0.36523643
6.0,53.0,1.0,0.0,0.29980537
6.0,908.0,1.0,0.0,0.42469424
6.0,997.0,1.0,0.0,0.08070925
6.0,455.0,1.0,0.0,0.14520727
6.0,822.0,1.0,0.0,0.20008056
6.0,426.0,1.0,0.0,0.060971547
6.0,65.0,1.0,0.0,0.27309138
6.0,332.0,1.0,0.0,0.23289071
6.0,825.0,1.0,0.0,0.20864294
6.0,867.0,1.0,0.0,0.18543556
6.0,120.0,5.0,1.0,0.69030195
6.0,548.0,1.0,0.0,0.14551888
6.0,536.0,1.0,0.0,0.14222312
6.0,85.0,4.0,1.0,0.661704
6.0,277.0,1.0,0.0,0.2467033
6.0,141.0,1.0,0.0,0.43781185
6.0,305.0,4.0,1.0,0.20643377
6.0,776.0,1.0,0.0,0.20489569
6.0,165.0,1.0,0.0,0.34424627
6.0,563.0,1.0,0.0,0.19289233
6.0,686.0,1.0,0.0,0.39395565
6.0,947.0,1.0,0.0,0.17384599
6.0,349.0,1.0,0.0,0.18750511
6.0,193.0,5.0,1.0,0.5923271
6.0,515.0,1.0,0.0,0.3299559
6.0,728.0,1.0,0.0,0.28571013
6.0,134.0,1.0,0.0,0.3854983
6.0,639.0,1.0,0.0,0.20490886
6.0,564.0,1.0,0.0,0.17961338
6.0,91.0,1.0,0.0,0.23844257
6.0,63.0,1.0,0.0,0.1083271
6.0,234.0,1.0,0.0,0.9763214
6.0,890.0,1.0,0.0,0.18948807
6.0,809.0,1.0,0.0,0.086646326
6.0,263.0,1.0,0.0,0.19154061
6.0,963.0,5.0,1.0,0.8200521
6.0,427.0,1.0,0.0,0.2370511
6.0,98.0,1.0,0.0,0.36558804
6.0,173.0,1.0,0.0,0.15104917
6.0,360.0,1.0,0.0,0.3563404
6.0,498.0,1.0,0.0,0.08788701
6.0,756.0,1.0,0.0,0.2110476
6.0,476.0,1.0,0.0,0.45755
6.0,260.0,1.0,0.0,0.25114432
6.0,191.0,1.0,0.0,0.3647861
6.0,681.0,1.0,0.0,0.28688696
6.0,61.0,1.0,0.0,0.33650923
6.0,113.0,1.0,0.0,0.16319077
6.0,311.0,1.0,0.0,0.10391829
6.0,155.0,1.0,0.0,0.16095363
6.0,378.0,1.0,0.0,0.35477778
6.0,698.0,1.0,0.0,0.12283564
6.0,46.0,1.0,0.0,0.07810705
7.0,1.0,3.0,0.0,0.016250668
7.0,966.0,1.0,0.0,0.08480797
7.0,167.0,2.0,0.0,0.04424376
7.0,34.0,2.0,0.0,0.49785277
7.0,929.0,1.0,0.0,0.2014431
7.0,163.0,3.0,0.0,0.04456483
7.0,975.0,4.0,1.0,0.14297922
7.0,51.0,4.0,1.0,0.041005794
7.0,491.0,4.0,1.0,0.56111276
7.0,934.0,3.0,0.0,0.23920475
7.0,110.0,2.0,0.0,0.11439471
7.0,169.0,4.0,1.0,0.8196469
7.0,954.0,4.0,1.0,0.07563088
7.0,963.0,4.0,1.0,0.3506738
7.0,959.0,1.0,0.0,0.15830909
7.0,592.0,3.0,0.0,0.048608873
7.0,11.0,3.0,0.0,0.8792018
7.0,596.0,2.0,0.0,0.5434151
7.0,515.0,1.0,0.0,0.34079844
7.0,593.0,2.0,0.0,0.28467762
7.0,867.0,3.0,0.0,0.085681744
7.0,382.0,1.0,0.0,0.14633627
7.0,193.0,3.0,0.0,0.26830897
7.0,90.0,2.0,0.0,0.12568222
7.0,999.0,1.0,0.0,0.048028868
7.0,190.0,3.0,0.0,0.024881357
7.0,476.0,1.0,0.0,0.10362188
7.0,303.0,4.0,1.0,0.6845493
7.0,120.0,3.0,0.0,0.8266776
7.0,126.0,4.0,1.0,0.5409622
7.0,499.0,4.0,1.0,0.1384189
7.0,836.0,1.0,0.0,0.111694776
7.0,243.0,4.0,1.0,0.4753067
7.0,409.0,3.0,0.0,0.08900997
7.0,22.0,2.0,0.0,0.047537345
7.0,683.0,5.0,1.0,0.6851867
7.0,440.0,5.0,1.0,0.12232985
7.0,743.0,1.0,0.0,0.2583395
7.0,785.0,4.0,1.0,0.25197488
7.0,486.0,1.0,0.0,0.019020416
7.0,423.0,5.0,1.0,0.113303505
7.0,291.0,4.0,1.0,0.89835346
7.0,131.0,5.0,1.0,0.115440935
7.0,319.0,1.0,0.0,0.6766571
7.0,825.0,1.0,0.0,0.105022684
7.0,207.0,1.0,0.0,0.11718483
8.0,234.0,5.0,1.0,0.82600415
8.0,978.0,1.0,0.0,0.055945154
8.0,266.0,1.0,0.0,0.005732013
8.0,179.0,3.0,0.0,0.030788774
8.0,645.0,1.0,0.0,0.2769536
8.0,667.0,1.0,0.0,0.17441845
8.0,572.0,1.0,0.0,0.37538248
8.0,743.0,1.0,0.0,0.5029219
8.0,55.0,2.0,0.0,0.94429034
8.0,195.0,2.0,0.0,0.031423897
8.0,394.0,2.0,0.0,0.31186947
9.0,743.0,4.0,1.0,0.4414182
9.0,55.0,5.0,1.0,0.65701437
9.0,667.0,4.0,1.0,0.08693087
9.0,114.0,4.0,1.0,0.024799105
9.0,811.0,1.0,0.0,0.46330205
9.0,234.0,5.0,1.0,0.7717634
9.0,836.0,1.0,0.0,0.18418136
9.0,728.0,4.0,1.0,0.020773536
10.0,85.0,3.0,0.0,0.33711106
10.0,0.0,1.0,0.0,0.31598097
10.0,674.0,3.0,0.0,0.08977514
10.0,583.0,2.0,0.0,0.30290762
10.0,515.0,3.0,0.0,0.21933337
10.0,193.0,3.0,0.0,0.46393144
10.0,968.0,1.0,0.0,0.46812087
10.0,394.0,3.0,0.0,0.7841372
10.0,291.0,3.0,0.0,0.96591306
10.0,303.0,3.0,0.0,0.76877856
10.0,963.0,3.0,0.0,0.68164927
10.0,662.0,2.0,0.0,0.006869381
10.0,785.0,3.0,0.0,0.3785514
10.0,319.0,3.0,0.0,0.7980158
10.0,57.0,4.0,1.0,0.21418284
10.0,884.0,3.0,0.0,0.80903584
10.0,169.0,3.0,0.0,0.71326095
10.0,683.0,3.0,0.0,0.44786775
10.0,10.0,2.0,0.0,0.018434608
11.0,120.0,4.0,1.0,0.22427873
11.0,491.0,4.0,1.0,0.56152153
11.0,89.0,2.0,0.0,0.059253827
11.0,528.0,4.0,1.0,0.030384673
11.0,20.0,3.0,0.0,0.1956187
11.0,153.0,2.0,0.0,0.022036014
11.0,812.0,4.0,1.0,0.06519159
11.0,702.0,4.0,1.0,0.10326235
11.0,234.0,3.0,0.0,0.7895921
11.0,303.0,1.0,0.0,0.20360269
11.0,492.0,3.0,0.0,0.09205729
11.0,472.0,2.0,0.0,0.31742698
11.0,196.0,3.0,0.0,0.0067561064
11.0,423.0,3.0,0.0,0.034390077
11.0,752.0,2.0,0.0,0.15159158
11.0,686.0,1.0,0.0,0.10676751
11.0,286.0,2.0,0.0,0.12756018
11.0,319.0,3.0,0.0,0.55449706
11.0,864.0,3.0,0.0,0.10080588
11.0,268.0,4.0,1.0,0.03697642
11.0,806.0,4.0,1.0,0.14056721
11.0,0.0,2.0,0.0,0.6734161
11.0,372.0,3.0,0.0,0.17577992
11.0,852.0,3.0,0.0,0.024719361
11.0,500.0,1.0,0.0,0.021701023
11.0,959.0,2.0,0.0,0.24657935
12.0,303.0,5.0,1.0,0.44204572
12.0,591.0,5.0,1.0,0.013016324
12.0,683.0,5.0,1.0,0.2771958
12.0,49.0,5.0,1.0,0.25723034
12.0,126.0,5.0,1.0,0.5019632
12.0,811.0,5.0,1.0,0.7488472
12.0,34.0,5.0,1.0,0.59716856
12.0,120.0,5.0,1.0,0.5081937
12.0,884.0,5.0,1.0,0.28850752
12.0,128.0,5.0,1.0,0.028840719
12.0,593.0,5.0,1.0,0.06478163
12.0,291.0,5.0,1.0,0.8153944
12.0,234.0,3.0,0.0,0.43101832
12.0,963.0,5.0,1.0,0.12765405
13.0,624.0,3.0,0.0,0.018854223
13.0,381.0,5.0,1.0,0.6935838
13.0,409.0,3.0,0.0,0.32154453
13.0,11.0,3.0,0.0,0.22362298
13.0,195.0,3.0,0.0,0.31232977
13.0,303.0,4.0,1.0,0.24360432
13.0,230.0,2.0,0.0,0.02223034
13.0,688.0,3.0,0.0,0.024024164
13.0,474.0,4.0,1.0,0.0782972
13.0,788.0,5.0,1.0,0.34100282
13.0,472.0,3.0,0.0,0.25659144
13.0,774.0,3.0,0.0,0.47885245
13.0,491.0,3.0,0.0,0.30394575
14.0,837.0,5.0,1.0,0.07784669
14.0,968.0,4.0,1.0,0.34987703
14.0,925.0,1.0,0.0,0.083030045
14.0,205.0,4.0,1.0,0.13011484
14.0,895.0,5.0,1.0,0.14304021
14.0,15.0,5.0,1.0,0.102110885
14.0,11.0,4.0,1.0,0.559646
14.0,888.0,5.0,1.0,0.07939547
14.0,656.0,4.0,1.0,0.04792823
14.0,148.0,4.0,1.0,0.12281463
14.0,645.0,2.0,0.0,0.12073119
14.0,395.0,4.0,1.0,0.3291476
14.0,368.0,4.0,1.0,0.1674853
14.0,506.0,2.0,0.0,0.04848509
14.0,572.0,3.0,0.0,0.13203906
14.0,28.0,3.0,0.0,0.2287872
15.0,569.0,4.0,1.0,0.068555854
15.0,645.0,5.0,1.0,0.30801424
15.0,327.0,5.0,1.0,0.061235793
15.0,358.0,5.0,1.0,0.27944788
15.0,503.0,2.0,0.0,0.115992956
15.0,210.0,1.0,0.0,0.076242425
15.0,168.0,5.0,1.0,0.05938551
15.0,796.0,5.0,1.0,0.66440505
15.0,942.0,5.0,1.0,0.10538673
15.0,380.0,5.0,1.0,0.045348782
15.0,186.0,5.0,1.0,0.10774836
15.0,228.0,5.0,1.0,0.011857751
15.0,794.0,5.0,1.0,0.3410584
15.0,154.0,5.0,1.0,0.013093158
16.0,210.0,1.0,0.0,0.08892441
16.0,161.0,1.0,0.0,0.008652069
16.0,649.0,1.0,0.0,0.01664927
16.0,636.0,1.0,0.0,0.060608234
16.0,811.0,2.0,0.0,0.29578495
16.0,133.0,2.0,0.0,0.012147411
16.0,95.0,1.0,0.0,0.07035528
16.0,978.0,1.0,0.0,0.075496845
16.0,964.0,1.0,0.0,0.031165075
16.0,55.0,1.0,0.0,0.37542844
16.0,783.0,1.0,0.0,0.06540399
17.0,645.0,4.0,1.0,0.31019962
17.0,303.0,2.0,0.0,0.1501387
17.0,982.0,2.0,0.0,0.11781779
17.0,857.0,5.0,1.0,0.5019118
17.0,794.0,4.0,1.0,0.16425967
17.0,797.0,1.0,0.0,0.005933516
17.0,575.0,5.0,1.0,0.27233955
17.0,281.0,4.0,1.0,0.03046011
17.0,502.0,2.0,0.0,0.00996833
17.0,394.0,4.0,1.0,0.19124016
17.0,811.0,2.0,0.0,0.7378932
17.0,606.0,4.0,1.0,0.16871971
17.0,766.0,4.0,1.0,0.7532352
17.0,995.0,3.0,0.0,0.7900193
17.0,836.0,2.0,0.0,0.08477188
17.0,783.0,1.0,0.0,0.19474816
17.0,694.0,1.0,0.0,0.012978031
17.0,34.0,4.0,1.0,0.6244779
17.0,593.0,4.0,1.0,0.041466914
18.0,463.0,5.0,1.0,0.08394487
18.0,52.0,3.0,0.0,0.24399836
18.0,652.0,3.0,0.0,0.52569807
18.0,786.0,4.0,1.0,0.47916323
18.0,803.0,5.0,1.0,0.3630515
18.0,995.0,5.0,1.0,0.8044512
18.0,931.0,3.0,0.0,0.025587449
18.0,501.0,5.0,1.0,0.12317476
18.0,177.0,2.0,0.0,0.020046754
18.0,97.0,3.0,0.0,0.047492642
18.0,703.0,4.0,1.0,0.3540312
18.0,912.0,4.0,1.0,0.08520993
18.0,216.0,4.0,1.0,0.13823049
18.0,958.0,2.0,0.0,0.34774524
18.0,877.0,4.0,1.0,0.32480997
18.0,753.0,4.0,1.0,0.5904949
18.0,428.0,3.0,0.0,0.13969976
18.0,143.0,3.0,0.0,0.020854509
18.0,158.0,3.0,0.0,0.15168402
19.0,811.0,1.0,0.0,0.4418255
19.0,997.0,1.0,0.0,0.13791272
19.0,52.0,1.0,0.0,0.11783307
19.0,400.0,1.0,0.0,0.031919006
19.0,89.0,1.0,0.0,0.021362614
19.0,794.0,4.0,1.0,0.4749534
19.0,233.0,1.0,0.0,0.36884558
19.0,766.0,4.0,1.0,0.34163937
19.0,943.0,4.0,1.0,0.54510546
19.0,995.0,1.0,0.0,0.74629736
19.0,169.0,4.0,1.0,0.76617116
19.0,109.0,1.0,0.0,0.22057234
19.0,792.0,3.0,0.0,0.05766509
19.0,853.0,1.0,0.0,0.01339518
19.0,315.0,1.0,0.0,0.0069647813
19.0,126.0,4.0,1.0,0.5775352
19.0,968.0,4.0,1.0,0.49537727
19.0,369.0,4.0,1.0,0.64921486
19.0,108.0,1.0,0.0,0.014135253
19.0,746.0,1.0,0.0,0.42502302
19.0,743.0,5.0,1.0,0.46422866
19.0,271.0,5.0,1.0,0.33954874
19.0,328.0,1.0,0.0,0.015230016
19.0,709.0,4.0,1.0,0.050690215
19.0,948.0,3.0,0.0,0.045825493
19.0,825.0,4.0,1.0,0.023985116
19.0,468.0,1.0,0.0,0.1383882
19.0,748.0,4.0,1.0,0.15212451
19.0,207.0,1.0,0.0,0.30738682
19.0,487.0,1.0,0.0,0.15337752
19.0,307.0,3.0,0.0,0.31104344
19.0,836.0,1.0,0.0,0.5474147
19.0,992.0,1.0,0.0,0.080455765
19.0,85.0,1.0,0.0,0.06810852
19.0,596.0,1.0,0.0,0.45480248
19.0,303.0,4.0,1.0,0.35286897
20.0,148.0,3.0,0.0,0.19506834
20.0,664.0,3.0,0.0,0.018745743
20.0,884.0,4.0,1.0,0.3888623
20.0,811.0,2.0,0.0,0.74864733
20.0,817.0,4.0,1.0,0.01286583
20.0,482.0,3.0,0.0,0.037199
20.0,743.0,2.0,0.0,0.42893472
20.0,118.0,3.0,0.0,0.16428593
20.0,674.0,2.0,0.0,0.036936674
20.0,146.0,2.0,0.0,0.010551609
20.0,963.0,3.0,0.0,0.50395703
20.0,909.0,3.0,0.0,0.12691867
20.0,506.0,2.0,0.0,0.04821459
20.0,394.0,3.0,0.0,0.65671426
20.0,491.0,4.0,1.0,0.34070903
20.0,645.0,2.0,0.0,0.4194018
20.0,395.0,4.0,1.0,0.4040744
20.0,761.0,3.0,0.0,0.010043128
20.0,363.0,2.0,0.0,0.024433602
20.0,114.0,2.0,0.0,0.14221458
20.0,28.0,3.0,0.0,0.068670884
21.0,908.0,1.0,0.0,0.10099866
21.0,118.0,2.0,0.0,0.3278584
21.0,645.0,1.0,0.0,0.65472746
21.0,572.0,2.0,0.0,0.67603964
21.0,919.0,2.0,0.0,0.05663933
21.0,959.0,1.0,0.0,0.013952017
21.0,950.0,2.0,0.0,0.19782798
21.0,895.0,1.0,0.0,0.033644848
21.0,766.0,4.0,1.0,0.29577127
21.0,55.0,1.0,0.0,0.9566129
21.0,75.0,2.0,0.0,0.025332365
21.0,28.0,1.0,0.0,0.22934856
21.0,620.0,1.0,0.0,0.055189066
21.0,947.0,1.0,0.0,0.020193866
21.0,234.0,1.0,0.0,0.9070664
21.0,667.0,1.0,0.0,0.19144876
21.0,49.0,2.0,0.0,0.38353357
21.0,566.0,1.0,0.0,0.23390692
21.0,765.0,1.0,0.0,0.024022343
22.0,728.0,4.0,1.0,0.1679441
22.0,982.0,3.0,0.0,0.14159513
22.0,786.0,4.0,1.0,0.15661632
22.0,52.0,5.0,1.0,0.08562674
22.0,308.0,5.0,1.0,0.0027695415
22.0,121.0,3.0,0.0,0.030840063
22.0,478.0,4.0,1.0,0.029909978
22.0,995.0,1.0,0.0,0.7046078
22.0,303.0,4.0,1.0,0.27628452
22.0,81.0,5.0,1.0,0.06720192
22.0,172.0,4.0,1.0,0.076853864
22.0,319.0,4.0,1.0,0.37025028
23.0,692.0,5.0,1.0,0.11083212
23.0,121.0,2.0,0.0,0.017979365
23.0,126.0,3.0,0.0,0.50330704
23.0,995.0,1.0,0.0,0.7604419
23.0,943.0,2.0,0.0,0.24255103
23.0,857.0,3.0,0.0,0.34446436
23.0,234.0,1.0,0.0,0.45666587
23.0,337.0,2.0,0.0,0.009395116
23.0,34.0,4.0,1.0,0.37773305
23.0,596.0,4.0,1.0,0.4018019
23.0,7.0,2.0,0.0,0.007420926
23.0,746.0,4.0,1.0,0.3041564
23.0,934.0,3.0,0.0,0.06619937
23.0,606.0,4.0,1.0,0.60281885
23.0,946.0,1.0,0.0,0.008281512
24.0,766.0,5.0,1.0,0.43467376
24.0,29.0,5.0,1.0,0.07328037
24.0,794.0,4.0,1.0,0.1575216
24.0,358.0,5.0,1.0,0.038693376
24.0,55.0,4.0,1.0,0.72246915
24.0,234.0,5.0,1.0,0.6956166
24.0,222.0,3.0,0.0,0.008753618
24.0,645.0,5.0,1.0,0.38742933
24.0,995.0,4.0,1.0,0.9014637
24.0,408.0,1.0,0.0,0.020171992
24.0,0.0,4.0,1.0,0.07656019
24.0,319.0,5.0,1.0,0.31803435
24.0,743.0,3.0,0.0,0.42429322
25.0,645.0,1.0,0.0,0.5380352
25.0,165.0,1.0,0.0,0.24468905
25.0,394.0,4.0,1.0,0.07114676
25.0,446.0,3.0,0.0,0.010468266
25.0,746.0,5.0,1.0,0.6473315
25.0,126.0,3.0,0.0,0.13784441
25.0,11.0,5.0,1.0,0.01274262
25.0,766.0,1.0,0.0,0.30162862
25.0,762.0,5.0,1.0,0.03642821
25.0,936.0,1.0,0.0,0.008301929
25.0,676.0,4.0,1.0,0.1250253
25.0,786.0,1.0,0.0,0.12456755
25.0,926.0,5.0,1.0,0.029669013
25.0,554.0,4.0,1.0,0.556107
25.0,298.0,1.0,0.0,0.052869175
25.0,347.0,5.0,1.0,0.060451277
25.0,177.0,3.0,0.0,0.031594526
25.0,13.0,2.0,0.0,0.13523123
25.0,519.0,3.0,0.0,0.02852197
25.0,649.0,4.0,1.0,0.12543659
25.0,813.0,3.0,0.0,0.4109436
25.0,476.0,4.0,1.0,0.1411435
25.0,743.0,5.0,1.0,0.71676713
25.0,169.0,4.0,1.0,0.75114375
25.0,763.0,5.0,1.0,0.023189913
25.0,982.0,1.0,0.0,0.20096867
25.0,501.0,1.0,0.0,0.023930516
