user_id,item_id,rating,propensities
13,176,5.0,0.10887948
13,198,3.0,0.045971416
13,205,3.0,0.058918905
13,238,4.0,0.2025239
13,286,3.0,0.11880244
14,26,2.0,0.058038358
14,144,1.0,0.027079923
14,152,1.0,0.09445447
14,156,2.0,0.08783173
14,159,1.0,0.15425678
14,170,3.0,0.13746986
14,198,3.0,0.061949585
14,225,4.0,0.18779542
14,237,3.0,0.29847237
14,251,2.0,0.31501046
14,253,1.0,0.38762614
14,255,3.0,0.21285062
14,256,2.0,0.28603345
14,264,2.0,0.18251161
14,265,2.0,0.24573089
14,278,3.0,0.23795466
14,291,2.0,0.26969466
14,293,3.0,0.09182148
15,121,2.0,0.05857731
15,152,2.0,0.09144751
15,163,1.0,0.066538036
15,176,1.0,0.15385982
15,189,1.0,0.0950589
15,191,2.0,0.09557307
15,192,2.0,0.054294653
15,194,2.0,0.04204537
15,197,1.0,0.12963189
15,199,5.0,0.21770477
15,213,1.0,0.1724165
15,230,1.0,0.14170638
15,240,1.0,0.06456689
15,244,2.0,0.21409105
15,246,1.0,0.27533713
15,264,1.0,0.34548005
15,270,4.0,0.087766886
15,273,5.0,0.09375698
15,292,4.0,0.11663947
15,298,4.0,0.25429338
16,159,1.0,0.16386765
16,162,1.0,0.111696154
16,175,1.0,0.25320098
16,185,1.0,0.034044426
16,187,4.0,0.3473961
16,215,1.0,0.17420048
16,221,5.0,0.100388184
16,226,1.0,0.5016407
16,227,2.0,0.38100573
16,228,1.0,0.3232228
16,233,4.0,0.32438883
16,250,1.0,0.67555606
16,252,5.0,0.5222029
16,253,1.0,0.67752534
16,254,1.0,0.17866382
16,259,1.0,0.38926837
16,263,3.0,0.18593676
16,275,3.0,0.10429276
16,280,3.0,0.15451652
16,282,1.0,0.21393664
16,285,1.0,0.18683258
17,151,1.0,0.10994831
17,153,3.0,0.08088637
17,154,2.0,0.103932865
17,177,3.0,0.06483804
17,185,1.0,0.07381022
17,192,2.0,0.12936859
17,194,3.0,0.029664675
17,204,2.0,0.05958108
17,207,3.0,0.11733191
17,213,3.0,0.11327622
17,224,5.0,0.36095703
17,230,3.0,0.2406017
17,235,2.0,0.23571812
17,238,3.0,0.093298055
17,242,3.0,0.20108289
17,249,2.0,0.25559264
17,253,3.0,0.25583607
17,266,3.0,0.21922757
17,272,4.0,0.13342045
17,294,1.0,0.14356074
17,299,3.0,0.0846539
18,154,1.0,0.12212378
18,166,3.0,0.124957785
18,171,3.0,0.1139568
18,172,3.0,0.088464335
18,175,4.0,0.18013212
18,180,2.0,0.16602421
18,194,4.0,0.064609125
18,216,1.0,0.06556042
18,225,1.0,0.1076781
18,237,2.0,0.25596958
18,257,5.0,0.149958
18,258,3.0,0.20782775
18,259,3.0,0.22809361
18,273,2.0,0.112055674
18,280,4.0,0.14723293
18,284,1.0,0.4123247
18,297,5.0,0.14727283
18,298,2.0,0.18310998
19,98,1.0,0.051946573
19,150,1.0,0.19284956
19,159,1.0,0.23489438
19,161,3.0,0.19497858
19,163,1.0,0.044274926
19,167,2.0,0.20415917
19,168,1.0,0.104501456
19,173,5.0,0.14808184
19,193,5.0,0.04798495
19,214,4.0,0.08445963
19,227,2.0,0.3485351
19,248,3.0,0.37084627
19,249,4.0,0.3829235
19,254,1.0,0.21162337
19,263,2.0,0.18521753
19,264,2.0,0.47883004
19,273,2.0,0.20800889
19,279,3.0,0.15232743
19,297,4.0,0.22792628
19,298,2.0,0.21723753
20,12,2.0,0.076190025
20,16,1.0,0.07091792
20,35,1.0,0.28504345
20,48,2.0,0.15385632
20,72,2.0,0.104524
20,101,1.0,0.25789103
20,132,1.0,0.11197919
20,145,1.0,0.120845534
20,159,1.0,0.24633314
20,160,1.0,0.0841765
20,168,4.0,0.12534274
20,179,5.0,0.076653644
20,183,1.0,0.20577708
20,206,1.0,0.17102382
20,214,1.0,0.09301865
20,241,4.0,0.120053954
20,269,2.0,0.11513418
20,280,3.0,0.13137437
21,40,2.0,0.029036045
21,67,3.0,0.016150417
21,121,3.0,0.032584716
21,226,2.0,0.34860066
21,228,5.0,0.30104268
21,229,4.0,0.39878199
21,230,5.0,0.25993317
21,233,3.0,0.2678969
21,237,4.0,0.24144353
21,238,4.0,0.1474819
21,244,2.0,0.24627675
21,246,4.0,0.40009737
21,248,2.0,0.3560621
21,249,3.0,0.41223735
21,253,3.0,0.40549496
21,254,3.0,0.24154477
21,255,4.0,0.25695357
21,258,3.0,0.3647922
21,260,5.0,0.2239233
21,292,3.0,0.16867025
22,48,4.0,0.016395519
22,69,3.0,0.005097259
22,113,3.0,0.0051842188
22,123,4.0,0.04696322
22,150,2.0,0.20401463
22,154,2.0,0.12675306
22,175,1.0,0.1890625
22,187,2.0,0.22848985
22,195,3.0,0.089919604
22,220,4.0,0.11838579
22,230,4.0,0.21506454
22,239,1.0,0.14892516
22,247,5.0,0.43841803
22,248,1.0,0.46430418
22,249,4.0,0.40243345
22,250,1.0,0.6520863
22,252,5.0,0.4979088
22,253,3.0,0.54830855
22,262,4.0,0.21880086
22,288,5.0,0.15965089
22,298,4.0,0.23707858
23,150,1.0,0.17635001
23,156,1.0,0.18353453
23,189,4.0,0.09173155
23,195,1.0,0.165761
23,202,1.0,0.08474043
23,203,1.0,0.1336503
23,205,1.0,0.035380907
23,215,1.0,0.12677988
23,218,2.0,0.08671424
23,233,4.0,0.19758062
23,238,1.0,0.09229385
23,249,3.0,0.29365626
23,250,1.0,0.20196682
23,252,1.0,0.3410909
23,286,5.0,0.13568288
23,295,2.0,0.12146801
23,296,1.0,0.19739644
24,73,5.0,0.020080714
24,226,4.0,0.36257094
24,229,5.0,0.22669771
24,230,4.0,0.22733788
24,232,2.0,0.16901135
24,236,4.0,0.14588797
24,237,4.0,0.339747
24,239,1.0,0.19554581
24,241,3.0,0.37306425
24,242,4.0,0.2919222
24,248,4.0,0.24052906
24,253,4.0,0.43246517
24,255,2.0,0.21777084
24,262,3.0,0.17615415
24,263,3.0,0.27992982
24,270,4.0,0.12518421
24,289,2.0,0.15274115
24,290,4.0,0.26776576
25,47,1.0,0.08109166
25,71,1.0,0.053844422
25,156,2.0,0.17403568
25,160,1.0,0.11362706
25,185,1.0,0.053659007
25,189,3.0,0.13314955
25,199,5.0,0.17928
25,237,5.0,0.21964495
25,239,1.0,0.25315526
25,240,2.0,0.10010615
25,241,3.0,0.34478715
25,242,3.0,0.1530462
25,251,3.0,0.15902257
25,259,1.0,0.19416152
25,260,4.0,0.17022246
25,271,3.0,0.22867626
25,283,1.0,0.23634537
25,287,3.0,0.20150256
26,4,3.0,0.17543308
26,29,2.0,0.077358484
26,48,4.0,0.12423529
26,63,5.0,0.052649967
26,75,2.0,0.20538092
26,97,2.0,0.09770296
26,103,2.0,0.08397185
26,130,2.0,0.09522331
26,140,1.0,0.10024281
26,146,2.0,0.09641665
26,152,4.0,0.077580675
26,166,3.0,0.10714915
26,168,4.0,0.09322048
26,213,3.0,0.09307992
26,242,2.0,0.14693032
26,250,1.0,0.12251477
26,252,5.0,0.24858193
26,259,2.0,0.06202908
26,284,1.0,0.30109322
26,290,5.0,0.12615494
27,68,3.0,0.054844227
27,81,1.0,0.035527434
27,150,3.0,0.1612806
27,157,1.0,0.213158
27,182,2.0,0.07737835
27,184,2.0,0.15533705
27,191,1.0,0.09831625
27,197,4.0,0.14397672
27,199,5.0,0.28255326
27,218,4.0,0.113036565
27,242,3.0,0.2317653
27,248,3.0,0.39410338
27,251,3.0,0.2689255
27,252,3.0,0.39747974
27,259,1.0,0.15898304
27,273,5.0,0.10480124
27,278,2.0,0.12044094
27,284,1.0,0.37596017
27,294,1.0,0.20370014
27,299,1.0,0.07857614
28,150,1.0,0.20704088
28,154,3.0,0.08508215
28,159,1.0,0.17137586
28,170,1.0,0.08247759
28,187,2.0,0.17405634
28,188,2.0,0.0777099
28,195,4.0,0.115663156
28,197,1.0,0.1089372
28,216,1.0,0.056494456
28,218,5.0,0.062080875
28,226,1.0,0.2779035
28,236,2.0,0.19879033
28,237,2.0,0.24481127
28,239,1.0,0.20505519
28,242,1.0,0.12630346
28,249,2.0,0.37234652
28,251,1.0,0.2899436
28,273,1.0,0.17591254
28,290,1.0,0.21445289
28,293,3.0,0.08923119
28,298,1.0,0.20861015
29,154,3.0,0.12411683
29,158,3.0,0.19114758
29,175,2.0,0.26870984
29,201,1.0,0.1108923
29,208,2.0,0.09622075
29,211,1.0,0.17115971
29,214,2.0,0.16298771
29,221,3.0,0.1546052
29,226,1.0,0.39071706
29,237,1.0,0.28746814
29,238,2.0,0.12561883
29,240,4.0,0.16922195
29,247,1.0,0.36226606
29,267,4.0,0.16355455
29,273,4.0,0.22702411
29,274,2.0,0.105084054
29,275,4.0,0.12237769
29,277,1.0,0.10573423
29,278,2.0,0.20631655
29,294,2.0,0.2944004
30,150,4.0,0.21388513
30,152,2.0,0.14957462
30,153,4.0,0.10309094
30,189,4.0,0.10241661
30,214,2.0,0.18339331
30,216,3.0,0.040589787
30,217,4.0,0.06486358
30,219,3.0,0.120238
30,224,4.0,0.59136575
30,247,4.0,0.2860495
30,250,3.0,0.21618007
30,253,5.0,0.4182824
30,257,5.0,0.096984744
30,263,3.0,0.23175736
30,271,1.0,0.1446262
30,279,5.0,0.26143923
30,288,3.0,0.14975697
30,295,5.0,0.17043342
31,50,2.0,0.024897957
31,167,3.0,0.16576293
31,177,3.0,0.06928163
31,178,4.0,0.21594779
31,210,5.0,0.06833833
31,222,3.0,0.09520252
31,223,4.0,0.2648981
31,229,2.0,0.295195
31,235,1.0,0.25888723
31,237,1.0,0.31226933
31,248,3.0,0.4453735
31,250,1.0,0.40406215
31,254,3.0,0.35614046
31,264,4.0,0.16116859
31,265,4.0,0.27607602
31,274,1.0,0.105241194
31,278,4.0,0.23212473
31,281,1.0,0.21452612
31,289,1.0,0.18059011
31,290,3.0,0.22152552
31,291,5.0,0.26796454
32,44,1.0,0.017537553
32,66,1.0,0.04262076
32,77,1.0,0.08818585
32,157,4.0,0.08449975
32,161,1.0,0.18786816
32,167,3.0,0.2240364
32,168,1.0,0.12885517
32,199,3.0,0.17662305
32,202,1.0,0.050145533
32,203,1.0,0.13447037
32,226,1.0,0.2178193
32,229,5.0,0.29026118
32,239,1.0,0.19415186
32,246,5.0,0.48837692
32,247,1.0,0.44614142
32,248,4.0,0.4056632
32,249,3.0,0.3082762
32,252,4.0,0.28239897
32,253,3.0,0.3672487
32,254,1.0,0.35819337
32,264,1.0,0.39354292
32,284,1.0,0.10714442
32,288,1.0,0.16876408
33,63,2.0,0.006541446
33,170,2.0,0.13019393
33,226,2.0,0.42753506
33,231,5.0,0.18118796
33,234,1.0,0.22534044
33,236,2.0,0.26823515
33,237,1.0,0.42309242
33,238,2.0,0.17486627
33,243,4.0,0.09758028
33,246,2.0,0.39061156
33,248,4.0,0.4685324
33,251,1.0,0.44208997
33,252,2.0,0.49295914
33,261,1.0,0.15408738
33,267,3.0,0.19784229
33,276,1.0,0.05843373
33,277,2.0,0.09039486
33,289,1.0,0.15982619
33,291,3.0,0.15293723
33,294,3.0,0.2563977
34,39,1.0,0.03685974
34,81,1.0,0.025981378
34,184,2.0,0.0884359
34,201,3.0,0.20309114
34,236,2.0,0.1660736
34,238,3.0,0.22569266
34,241,3.0,0.3056858
34,248,2.0,0.2586587
34,254,2.0,0.31000966
34,257,4.0,0.10161556
34,262,4.0,0.19609171
34,263,3.0,0.21926147
34,272,2.0,0.09016553
34,276,2.0,0.095001265
34,280,2.0,0.21565789
34,286,2.0,0.1831354
34,287,4.0,0.09642677
35,227,5.0,0.4424592
35,229,2.0,0.33138004
35,232,1.0,0.17473032
35,233,2.0,0.25481892
35,235,4.0,0.27245834
35,236,5.0,0.16580613
35,238,3.0,0.18314168
35,241,3.0,0.32505915
35,244,2.0,0.28475502
35,247,4.0,0.43660465
35,250,1.0,0.6709595
35,252,5.0,0.4955027
35,253,4.0,0.49653468
35,258,2.0,0.2653802
35,259,1.0,0.37327155
35,260,5.0,0.23598777
36,65,1.0,0.05056231
36,186,1.0,0.05956922
36,203,5.0,0.09826917
36,206,5.0,0.11961607
36,207,1.0,0.070746385
36,208,1.0,0.051691122
36,211,2.0,0.07784586
36,245,5.0,0.03322148
36,250,1.0,0.40239844
36,253,2.0,0.29598382
36,257,5.0,0.21634507
36,261,2.0,0.1614795
36,266,5.0,0.108629666
36,269,5.0,0.13202392
36,271,2.0,0.114350386
36,272,5.0,0.07324237
36,274,2.0,0.08320829
36,292,5.0,0.12833025
36,294,5.0,0.19621488
37,99,2.0,0.100902915
37,137,1.0,0.009420053
37,154,1.0,0.13415645
37,157,1.0,0.21038258
37,168,1.0,0.078165494
37,175,5.0,0.25569582
37,188,1.0,0.0862032
37,228,2.0,0.22005431
37,231,3.0,0.18784727
37,235,1.0,0.25691542
37,237,3.0,0.287757
37,238,1.0,0.27013752
37,246,2.0,0.20006901
37,251,3.0,0.29628837
37,274,1.0,0.06494423
37,285,3.0,0.14182279
37,295,2.0,0.05588521
37,298,1.0,0.1785557
38,35,1.0,0.017896682
38,125,1.0,0.046167832
38,224,4.0,0.4228547
38,226,2.0,0.3990687
38,228,3.0,0.28499824
38,230,2.0,0.21810731
38,233,4.0,0.32164434
38,234,3.0,0.23746121
38,235,3.0,0.21652219
38,241,3.0,0.2310336
38,242,2.0,0.15341307
38,247,2.0,0.55513436
38,248,4.0,0.5534484
38,253,3.0,0.5405418
38,263,3.0,0.17815584
38,271,3.0,0.12556843
38,282,4.0,0.14255522
38,283,3.0,0.06779652
38,285,4.0,0.17745715
38,290,3.0,0.24500616
38,295,3.0,0.19508989
39,157,1.0,0.1525878
39,166,5.0,0.18902604
39,223,1.0,0.16760167
39,231,5.0,0.18659061
39,235,4.0,0.27409193
39,237,1.0,0.364862
39,238,2.0,0.3072263
39,244,5.0,0.27718523
39,255,1.0,0.21214418
39,257,3.0,0.103232704
39,265,2.0,0.2785201
39,266,5.0,0.24080871
39,269,5.0,0.2872301
39,271,1.0,0.16195619
39,272,5.0,0.13987058
39,278,5.0,0.25768417
39,281,1.0,0.27693817
39,287,5.0,0.20274958
39,291,4.0,0.2306612
39,292,4.0,0.13135685
40,46,4.0,0.025429543
40,159,3.0,0.31577894
40,167,1.0,0.35598367
40,172,3.0,0.13663146
40,176,3.0,0.14855003
40,184,3.0,0.07605474
40,194,3.0,0.051542997
40,199,3.0,0.32475966
40,210,2.0,0.041657183
40,228,5.0,0.13845053
40,235,4.0,0.1818553
40,245,3.0,0.059590187
40,248,2.0,0.3192439
40,249,4.0,0.5032418
40,250,4.0,0.44112566
40,254,1.0,0.47872493
40,259,2.0,0.23298495
40,264,2.0,0.57830095
40,271,4.0,0.17579462
40,287,4.0,0.21072932
41,151,1.0,0.20437664
41,158,1.0,0.18364419
41,161,3.0,0.34315163
41,168,4.0,0.1214912
41,179,4.0,0.10271153
41,183,3.0,0.20146969
41,221,4.0,0.09331901
41,224,5.0,0.6398677
41,232,3.0,0.30017206
41,243,1.0,0.49335444
41,246,3.0,0.62254417
41,254,4.0,0.60360587
41,262,1.0,0.10645672
41,271,2.0,0.3087541
41,276,3.0,0.05469128
41,280,4.0,0.27104497
41,281,1.0,0.25251445
41,287,3.0,0.25857124
41,299,3.0,0.13594212
42,45,1.0,0.016950695
42,167,3.0,0.24186277
42,171,3.0,0.18142463
42,173,4.0,0.17699338
42,190,1.0,0.073596284
42,200,3.0,0.12349706
42,209,3.0,0.10324849
42,226,2.0,0.31000876
42,240,5.0,0.19093612
42,244,4.0,0.16690955
42,256,1.0,0.20932174
42,262,4.0,0.31524453
42,267,4.0,0.22887039
42,272,1.0,0.12320932
42,273,2.0,0.32040116
42,288,5.0,0.35063356
42,289,1.0,0.16428004
42,290,1.0,0.22965527
42,297,5.0,0.19827466
43,153,2.0,0.07987182
43,223,1.0,0.1387538
43,234,3.0,0.22961512
43,235,3.0,0.38918778
43,237,5.0,0.37762314
43,249,2.0,0.4285399
43,250,4.0,0.44389722
43,257,2.0,0.23568025
43,261,1.0,0.22932546
43,269,3.0,0.26665887
43,271,1.0,0.119819485
43,272,3.0,0.09973607
43,273,4.0,0.25674465
43,279,3.0,0.22564302
43,285,3.0,0.19739187
43,287,3.0,0.12510611
44,22,3.0,0.024648646
44,80,1.0,0.032506436
44,91,1.0,0.035072688
44,130,1.0,0.043938056
44,174,5.0,0.061573867
44,187,4.0,0.23611626
44,191,5.0,0.13455012
44,195,2.0,0.081717156
44,226,1.0,0.3573181
44,239,1.0,0.16642405
44,246,2.0,0.47033483
44,247,2.0,0.5643042
44,248,1.0,0.61095643
44,249,3.0,0.27169836
44,251,1.0,0.4012318
44,294,1.0,0.14976646
44,295,5.0,0.20471688
45,50,1.0,0.036281295
45,86,1.0,0.019235136
45,135,1.0,0.059397843
45,159,1.0,0.14346965
45,161,3.0,0.16923223
45,178,2.0,0.19996259
45,189,1.0,0.11298906
45,191,4.0,0.11824123
45,193,5.0,0.07582718
45,196,4.0,0.08992945
45,200,4.0,0.14063475
45,203,2.0,0.14012073
45,213,2.0,0.21634924
45,229,1.0,0.2642159
45,246,2.0,0.35850284
45,249,3.0,0.28948915
45,251,1.0,0.23274592
45,272,2.0,0.09759596
45,281,1.0,0.19441523
45,286,1.0,0.14689766
45,292,2.0,0.12806864
46,81,2.0,0.056127064
46,101,3.0,0.08002244
46,155,4.0,0.18587947
46,157,3.0,0.19040722
46,165,2.0,0.20601839
46,167,3.0,0.15383424
46,168,2.0,0.09636324
46,184,4.0,0.13321336
46,199,4.0,0.12567976
46,226,4.0,0.42644864
46,227,3.0,0.21676877
46,249,2.0,0.30556482
46,250,3.0,0.48876595
46,251,3.0,0.40825292
46,252,3.0,0.5051471
46,253,2.0,0.53895175
46,268,3.0,0.27231756
46,284,2.0,0.39858225
46,299,4.0,0.045060467
47,2,3.0,0.048086874
47,18,4.0,0.049092244
47,65,3.0,0.062033415
47,152,4.0,0.14110282
47,156,3.0,0.10861001
47,170,2.0,0.20567052
47,171,3.0,0.12161501
47,223,4.0,0.1564699
47,237,1.0,0.37071314
47,244,3.0,0.23642819
47,250,2.0,0.30704305
47,255,1.0,0.1984993
47,260,3.0,0.16758606
47,265,3.0,0.21215546
47,267,2.0,0.2150364
47,269,3.0,0.23735188
47,278,4.0,0.17997608
47,279,2.0,0.40480074
47,281,3.0,0.20249471
47,283,3.0,0.20170012
47,284,1.0,0.4822601
47,290,4.0,0.25298473
48,68,3.0,0.04110459
48,158,5.0,0.23437549
48,167,1.0,0.22584632
48,179,4.0,0.10513213
48,221,3.0,0.12402986
48,224,5.0,0.42964676
48,234,5.0,0.19450185
48,235,1.0,0.23819134
48,246,1.0,0.30423877
48,247,2.0,0.40275592
48,249,1.0,0.44751176
48,251,2.0,0.40393078
48,252,2.0,0.6185218
48,253,5.0,0.5755036
48,256,1.0,0.29995537
48,265,2.0,0.23200858
48,266,1.0,0.23435377
48,282,3.0,0.083867356
48,284,1.0,0.4158402
48,291,5.0,0.24301219
49,154,1.0,0.2256254
49,155,2.0,0.31700748
49,158,1.0,0.22009702
49,163,1.0,0.106737316
49,164,3.0,0.11069279
49,172,2.0,0.16774891
49,176,4.0,0.19314696
49,186,2.0,0.041229866
49,187,1.0,0.23111579
49,198,5.0,0.052781805
49,199,3.0,0.5368649
49,200,3.0,0.20138128
49,212,1.0,0.103827216
49,238,4.0,0.26726204
49,244,5.0,0.37242645
49,258,2.0,0.29133987
49,264,5.0,0.50018454
49,271,1.0,0.13884456
49,292,4.0,0.20319618
49,298,3.0,0.33557558
50,5,1.0,0.035402425
50,54,1.0,0.06752012
50,58,1.0,0.11694847
50,64,1.0,0.03734174
50,76,1.0,0.050611895
50,105,1.0,0.1494773
50,124,1.0,0.05802082
50,140,1.0,0.075447254
50,150,2.0,0.12665644
50,152,2.0,0.043773595
50,179,2.0,0.06062802
50,206,2.0,0.118484475
50,213,3.0,0.104280606
50,221,2.0,0.07997931
50,222,1.0,0.05909125
50,230,1.0,0.08311321
50,267,4.0,0.086774826
50,282,3.0,0.11095993
50,294,1.0,0.111269586
51,30,1.0,0.033527832
51,58,3.0,0.035578687
51,120,5.0,0.026558949
51,153,3.0,0.09243295
51,155,5.0,0.13868645
51,161,3.0,0.1337092
51,167,2.0,0.19087543
51,179,2.0,0.10296984
51,187,1.0,0.2161179
51,193,5.0,0.10196364
51,200,5.0,0.16322899
51,224,3.0,0.49273163
51,229,5.0,0.28466016
51,248,1.0,0.56116396
51,249,3.0,0.2989004
51,253,2.0,0.55208313
51,254,2.0,0.37549284
51,258,5.0,0.20740986
